data_id,city_name,country_id,year,population,human_development_index,mobility_index,air_quality_index,energy_consumption_index,education_index,school_life_expectancy,healthcare_index,life_expectancy,income_inequality_index,employment_rate,governance_index,safety_index,internet_quality_index,city_development_index
C518_2014,Londrina,BRA,2014-2015,3904102,57.90,59.00,36.00,54.86,55.35,8,65.87,48,52.48,65.80,67.27,41.19,54.17,55.20
C519_2014,Los Angeles,USA,2014-2015,6789357,48.49,38.71,27.18,52.80,52.17,8,57.02,41,36.27,62.80,58.16,37.67,25.29,44.81
C520_2014,Luanda,AGO,2014-2015,604754,66.94,75.86,34.41,54.01,80.37,12,59.95,48,60.50,65.28,51.25,50.24,26.04,55.79
C521_2014,Lubango,AGO,2014-2015,291490,48.18,57.59,46.32,50.65,43.57,7,62.82,55,38.16,37.30,60.01,55.83,31.42,48.37
C522_2014,Lublin,POL,2014-2015,1935618,44.99,64.57,43.40,49.97,47.04,7,55.72,55,32.22,65.18,61.66,65.23,49.60,53.46
C523_2014,Lubumbashi,COD,2014-2015,3162414,62.02,54.40,42.24,57.22,59.37,9,63.56,52,63.13,64.01,58.40,50.62,49.08,56.20
C524_2014,Lucknow,IND,2014-2015,1701224,46.37,56.70,36.94,62.32,57.24,9,55.39,51,26.49,77.38,57.90,60.40,50.58,54.13
C525_2014,Ludhiana,IND,2014-2015,722254,66.89,37.91,57.16,60.55,39.28,6,63.79,53,97.61,95.03,46.16,39.50,61.60,59.86
C526_2014,Luohe,CHN,2014-2015,1954096,70.00,46.67,59.70,45.94,62.93,9,61.14,60,85.92,29.74,58.44,59.16,56.10,56.57
C527_2014,Luoyang,CHN,2014-2015,2085252,62.70,54.06,39.07,48.57,48.71,7,60.94,48,78.46,49.23,55.71,43.28,57.32,53.54
C528_2014,Lusaka,ZMB,2014-2015,397336,56.16,58.34,38.17,62.85,59.37,9,63.76,55,45.34,26.60,58.88,61.57,51.33,52.62
C529_2014,Luxembourg,LUX,2014-2015,771360,82.17,53.72,55.87,56.41,80.56,12,92.05,73,73.90,72.40,59.41,71.20,47.64,66.32
C530_2014,Luxor,EGY,2014-2015,1632395,66.82,50.11,55.11,55.38,62.59,9,69.93,58,67.95,63.76,65.59,48.93,69.00,60.84
C531_2014,Luzhou,CHN,2014-2015,831842,64.59,48.82,64.94,55.06,56.16,8,61.18,56,76.42,47.15,66.21,41.29,61.81,57.90
C532_2014,Lyon,FRA,2014-2015,1222564,64.31,49.04,25.46,62.16,75.81,11,64.88,48,52.25,71.38,57.42,54.51,61.40,57.43
C533_2014,Ma'anshan,CHN,2014-2015,6132182,53.55,65.38,33.96,46.66,47.32,7,48.58,46,64.74,37.47,59.21,56.43,53.59,51.33
C534_2014,Maceio,BRA,2014-2015,1557677,63.77,65.35,36.87,33.05,53.41,8,64.91,50,72.98,59.81,60.71,49.42,47.60,54.41
C535_2014,Madrid,ESP,2014-2015,331390,65.17,42.79,26.77,34.05,69.49,10,69.60,54,56.43,74.44,45.95,66.76,30.49,51.68
C536_2014,Madurai,IND,2014-2015,715742,60.95,66.11,35.03,48.00,61.34,9,60.86,52,60.66,52.07,60.75,60.68,78.65,58.42
C537_2014,Mahilyow,BLR,2014-2015,1429041,51.01,59.39,15.72,57.62,39.12,6,55.96,38,57.94,58.91,56.08,42.79,63.36,50.69
C538_2014,Maiduguri,NGA,2014-2015,583301,57.49,53.53,56.49,56.35,80.28,12,55.77,54,36.42,60.79,55.50,48.53,64.65,56.83
C539_2014,Makassar,IDN,2014-2015,846045,60.59,39.54,38.80,59.06,64.76,10,63.99,50,53.03,59.90,57.72,46.60,51.17,53.46
C540_2014,Makati,PHL,2014-2015,461130,40.68,59.85,36.68,68.42,49.41,7,43.87,49,28.75,48.71,70.76,67.64,41.96,51.61
C541_2014,Malang,IDN,2014-2015,2183560,45.57,52.23,45.25,47.68,34.85,5,49.76,59,52.10,50.84,56.10,82.00,43.44,51.43
C542_2014,Malanje,AGO,2014-2015,623563,50.49,63.03,53.99,53.30,55.77,8,60.68,58,35.01,51.98,57.15,59.73,32.27,52.29
C543_2014,Malappuram,IND,2014-2015,1109915,58.95,52.87,54.90,58.61,56.85,9,56.35,59,63.64,51.80,52.02,66.32,50.00,56.34
C544_2014,Malegaon,IND,2014-2015,1019526,62.31,53.90,57.51,70.83,59.58,9,66.15,61,61.20,48.99,62.38,60.50,51.78,59.28
C545_2014,Malingao,PHL,2014-2015,1971051,53.13,55.73,52.99,64.76,58.13,9,61.20,59,40.05,55.85,62.42,62.92,72.17,58.62
C546_2014,Managua,NIC,2014-2015,2614037,47.35,45.52,53.30,64.29,51.83,8,61.78,53,28.45,52.91,63.31,45.07,45.56,51.20
C547_2014,Manaus,BRA,2014-2015,1234055,59.14,50.34,40.51,58.94,58.21,9,57.42,51,61.79,68.00,60.94,55.02,77.48,58.87
C548_2014,Manchester,GBR,2014-2015,422702,58.68,42.77,38.35,56.85,78.13,12,68.49,50,29.42,75.46,59.06,42.19,34.96,52.57
C549_2014,Mandalay,MMR,2014-2015,350101,59.29,57.26,67.58,53.00,32.21,5,79.36,63,66.29,44.38,65.51,43.43,56.18,56.52
C550_2014,Mandaluyong,PHL,2014-2015,654845,64.92,54.04,49.22,51.81,76.70,12,57.62,50,60.44,73.66,55.73,43.58,33.68,55.65
C551_2014,Mandaue,PHL,2014-2015,12659314,60.03,66.28,37.83,37.29,70.72,11,54.39,49,54.99,63.86,44.24,55.41,27.93,51.29
C552_2014,Mangalore,IND,2014-2015,46565,59.98,49.69,41.36,54.80,67.00,10,52.96,49,59.99,46.92,61.59,52.11,78.05,56.45
C553_2014,Manila,PHL,2014-2015,967,52.03,13.36,12.38,57.09,45.82,7,45.32,30,64.96,61.45,48.75,31.26,69.75,45.01
C554_2014,Mansilingan,PHL,2014-2015,1008252,54.89,54.97,53.60,44.12,46.33,7,56.47,54,61.87,50.57,60.29,51.35,64.88,54.45
C555_2014,Manukau,NZL,2014-2015,1099148,56.91,62.44,42.28,49.95,47.92,7,71.23,52,51.59,70.04,58.22,43.87,70.20,56.77
C556_2014,Maoming,CHN,2014-2015,2009631,70.15,39.19,54.10,57.91,61.33,9,75.92,67,73.19,53.64,61.72,71.09,63.07,61.12
C557_2014,Maputo,MOZ,2014-2015,1119858,48.93,41.39,47.03,66.60,48.32,7,47.40,53,51.08,56.05,57.24,64.43,43.99,52.35
C558_2014,Maracaibo,VEN,2014-2015,1349340,61.39,69.54,55.47,53.78,46.28,7,67.93,61,69.95,55.00,59.10,59.64,39.20,57.59
C559_2014,Maracay,VEN,2014-2015,926814,62.95,53.33,45.63,29.74,66.30,10,56.82,50,65.72,48.97,60.34,48.38,63.38,53.86
C560_2014,Maroua,CMR,2014-2015,1583532,60.30,66.20,35.00,47.95,56.78,9,72.03,55,52.08,60.80,49.54,56.74,65.16,56.23
C561_2014,Marrakech,MAR,2014-2015,2884093,63.99,32.77,39.18,48.23,49.71,7,59.27,54,82.98,41.37,50.09,63.25,47.41,51.43
C562_2014,Marseille,FRA,2014-2015,1232663,61.63,44.98,19.08,46.21,51.07,8,54.83,37,78.99,56.55,47.22,38.58,78.84,51.64
C563_2014,Mashhad,IRN,2014-2015,483625,64.17,56.67,40.11,51.93,74.93,11,58.63,50,58.95,58.08,53.09,52.70,65.83,57.09
C564_2014,Matola,MOZ,2014-2015,494010,58.26,63.84,68.09,47.95,52.35,8,72.26,64,50.18,34.08,60.36,52.33,61.38,56.28
C565_2014,Matsuyama,JPN,2014-2015,548467,52.05,57.29,40.02,65.49,34.62,5,61.33,54,60.21,50.59,63.13,61.94,36.96,53.16
C566_2014,Maturin,VEN,2014-2015,289388,54.89,48.14,46.33,61.48,58.64,9,65.73,53,40.30,42.91,52.18,47.15,45.58,50.84
C567_2014,Mawlamyine,MMR,2014-2015,378418,56.23,69.63,51.67,56.95,46.27,7,74.97,63,47.45,79.96,65.30,60.92,61.18,61.43
C568_2014,Mazar-e Sharif,AFG,2014-2015,1918809,65.99,42.31,36.73,55.86,62.57,9,62.68,55,72.73,53.12,56.05,66.63,64.89,57.36
C569_2014,Mbuji Mayi,COD,2014-2015,1742147,54.30,54.37,33.58,48.01,52.96,8,54.93,45,55.00,54.79,56.52,45.59,54.26,51.00
C570_2014,Mecca,SAU,2014-2015,2191385,70.87,59.48,36.92,63.06,78.38,12,74.18,56,60.06,50.85,69.62,55.88,45.68,59.41
C571_2014,Medan,IDN,2014-2015,3671137,59.92,41.45,38.99,55.92,62.77,9,57.35,49,59.64,50.81,54.29,51.05,55.10,52.74
C572_2014,Medellin,COL,2014-2015,1257614,50.35,51.51,22.74,58.30,59.61,9,57.42,38,34.02,70.02,48.87,33.08,37.56,47.31
C573_2014,Medina,SAU,2014-2015,1515086,70.96,47.23,35.41,49.03,76.50,11,73.29,52,63.10,39.57,63.78,45.83,61.26,55.50
C574_2014,Meerut,IND,2014-2015,574170,50.31,54.35,45.46,42.66,42.91,6,69.92,61,38.09,54.27,58.30,68.75,51.40,52.61
C575_2014,Meishan,CHN,2014-2015,500742,63.45,57.45,55.11,57.89,48.05,7,73.14,62,69.17,71.89,61.23,56.48,34.63,58.50
C576_2014,Meknes,MAR,2014-2015,4321926,66.38,64.94,19.28,42.16,56.99,9,73.10,50,69.05,49.76,57.45,59.09,78.13,57.00
C577_2014,Melbourne,CCK,2014-2015,1056322,64.22,35.26,54.95,50.57,77.44,12,69.85,57,45.36,69.56,53.67,45.44,44.01,54.61
C578_2014,Mendoza,ARG,2014-2015,498601,47.01,58.49,30.57,57.74,39.31,6,64.92,49,36.79,49.67,59.54,51.20,72.76,52.10
C579_2014,Merca,SOM,2014-2015,1045555,66.62,47.93,42.71,60.50,59.61,9,64.07,46,76.18,62.27,61.83,32.01,53.21,56.03
C580_2014,Merida,MEX,2014-2015,906092,55.86,58.31,60.85,43.24,41.89,6,65.98,59,59.72,64.66,59.72,49.09,69.35,57.28
C581_2014,Mersin,TUR,2014-2015,1007612,59.36,42.17,50.85,51.78,53.88,8,66.42,53,57.77,44.70,58.78,42.99,49.61,51.90
C582_2014,Mexicali,MEX,2014-2015,21093544,45.65,46.63,42.21,67.59,38.73,6,61.00,49,37.23,42.62,60.28,44.02,76.01,51.63
C583_2014,Mexico City,MEX,2014-2015,1139102,35.99,17.44,21.64,25.68,32.09,5,39.18,28,36.70,67.40,37.88,21.71,16.97,31.67
C584_2014,Mianyang,CHN,2014-2015,3093844,60.03,56.89,45.41,46.31,58.02,9,65.67,58,56.40,66.09,62.66,62.94,53.47,57.39
C585_2014,Milan,ITA,2014-2015,1925792,63.33,47.05,19.92,52.07,68.51,10,73.59,47,47.89,44.94,52.95,47.95,45.35,50.02
C586_2014,Minsk,BLR,2014-2015,641172,52.21,53.18,48.89,63.40,52.73,8,55.76,54,48.13,50.48,63.46,56.92,50.42,54.34
C587_2014,Misratah,LBY,2014-2015,20332569,53.28,39.47,53.78,30.01,59.89,9,58.60,63,41.36,42.76,61.43,76.93,61.25,52.55
C588_2014,Mixco,GTM,2014-2015,1693044,62.96,56.99,42.87,64.18,56.53,8,73.65,60,58.70,61.36,54.98,64.97,62.09,59.63
C589_2014,Mogadishu,SOM,2014-2015,1068408,58.87,66.05,33.74,47.01,60.00,9,77.18,56,39.44,50.75,50.25,58.28,48.62,53.13
C590_2014,Mombasa,KEN,2014-2015,1223881,52.50,60.79,33.10,61.83,49.28,7,61.01,44,47.22,42.36,66.69,38.86,68.77,52.99
C591_2014,Monrovia,LBR,2014-2015,4401979,61.41,64.88,48.20,55.52,70.35,11,61.55,55,52.33,43.10,59.60,54.17,70.08,57.98
C592_2014,Monterrey,MEX,2014-2015,1697749,47.39,55.97,61.48,47.06,48.34,7,54.92,57,38.90,69.11,59.39,53.55,43.66,53.24
C593_2014,Montevideo,URY,2014-2015,4036856,58.54,52.68,51.76,65.70,69.39,10,60.86,56,45.38,50.64,56.58,54.95,55.45,56.34
C594_2014,Montreal,CAN,2014-2015,989452,59.20,38.91,45.34,60.48,72.77,11,64.00,59,40.82,71.59,58.86,68.79,46.26,56.78
C595_2014,Moradabad,IND,2014-2015,875882,63.67,80.21,55.32,49.80,50.82,8,70.97,62,69.23,67.22,64.12,59.46,35.85,60.30
C596_2014,Morelia,MEX,2014-2015,11931224,65.68,50.23,47.79,67.63,43.40,7,62.10,49,91.55,69.19,58.71,38.26,66.16,59.50
C597_2014,Moscow,RUS,2014-2015,1339597,53.97,42.26,28.84,26.02,62.88,9,55.02,46,44.02,70.36,56.73,54.96,36.43,47.75
C598_2014,Mosul,IRQ,2014-2015,838977,48.27,45.54,50.71,70.41,34.90,5,60.99,56,48.92,66.98,49.43,55.42,49.84,53.31
C599_2014,Mudanjiang,CHN,2014-2015,1753601,47.19,44.47,53.83,62.58,42.70,6,50.91,54,47.95,48.56,53.27,56.04,57.13,51.74
C600_2014,Multan,PAK,2014-2015,19099274,48.96,39.40,52.65,54.74,47.78,7,53.59,58,45.52,62.17,60.92,67.41,52.20,53.64
C601_2014,Mumbai,IND,2014-2015,1420813,68.32,45.48,31.89,56.03,69.01,10,68.87,50,67.07,65.15,59.08,50.56,53.58,56.67
C602_2014,Munich,DEU,2014-2015,1062439,74.26,48.34,55.53,56.05,73.87,11,80.58,68,68.33,61.81,64.68,66.59,67.89,64.37
C603_2014,Muscat,OMN,2014-2015,566529,75.12,67.70,72.27,52.52,79.10,12,81.39,77,64.86,52.18,67.11,76.08,67.80,68.10
C604_2014,Muzaffarnagar,IND,2014-2015,789223,54.70,60.71,32.96,54.31,52.34,8,56.42,48,55.33,61.23,59.67,53.36,48.54,53.49
C605_2014,Mwanza,TZA,2014-2015,1065209,55.55,54.47,46.20,74.69,61.57,9,59.60,48,45.48,44.82,50.19,39.12,59.37,53.55
C606_2014,Mysore,IND,2014-2015,1144632,58.63,76.82,47.93,36.13,58.60,9,54.75,54,62.54,56.05,48.04,58.40,88.46,58.77
C607_2014,N'Djamena,TCD,2014-2015,9298498,46.82,60.57,42.07,53.22,37.81,6,46.37,45,56.29,45.01,53.88,45.91,56.59,49.77
C608_2014,Nagoya,JPN,2014-2015,2634351,63.08,48.18,31.16,58.24,58.57,9,54.69,49,75.97,51.48,55.67,61.05,77.71,57.27
C609_2014,Nagpur,IND,2014-2015,3767652,55.41,55.95,41.40,59.79,52.99,8,73.87,55,39.37,44.14,59.69,48.84,47.14,52.32
C610_2014,Nairobi,KEN,2014-2015,722934,43.96,27.66,17.63,4.08,38.84,6,40.71,31,52.32,31.31,29.56,33.59,30.94,30.66
C611_2014,Najaf,IRQ,2014-2015,701386,53.75,29.49,36.13,54.55,58.27,9,61.78,54,41.21,39.64,61.47,63.08,56.19,50.18
C612_2014,Nakhon Ratchasima,THA,2014-2015,411078,66.47,39.79,59.19,38.41,56.12,8,78.59,67,64.70,50.96,63.25,64.26,39.75,55.50
C613_2014,Namp'o,PRK,2014-2015,645909,55.28,51.78,54.69,40.31,59.86,9,56.08,54,49.91,16.45,60.92,52.42,49.91,49.23
C614_2014,Nampula,MOZ,2014-2015,2952895,61.80,36.25,54.40,44.57,51.62,8,72.10,60,61.67,63.79,50.31,54.93,57.02,54.67
C615_2014,Nanchang,CHN,2014-2015,1015787,52.23,58.31,46.80,55.78,31.35,5,55.79,52,69.56,44.49,48.47,54.69,30.85,49.61
C616_2014,Nanchong,CHN,2014-2015,597337,54.21,47.93,41.41,52.73,68.06,10,57.52,52,37.05,60.62,42.29,57.18,67.37,53.22
C617_2014,Nanded Waghala,IND,2014-2015,7127737,76.90,54.09,50.87,69.31,69.10,10,74.50,63,87.10,66.88,65.86,64.67,65.99,66.84
C618_2014,Nanjing,CHN,2014-2015,3196813,62.18,65.83,36.70,72.63,77.03,12,74.80,57,34.71,87.84,69.37,60.75,38.83,61.85
C619_2014,Nanning,CHN,2014-2015,1838886,56.90,66.71,50.03,53.18,50.09,8,71.14,62,49.46,63.48,70.74,64.15,65.69,60.47
C620_2014,Nantong,CHN,2014-2015,985369,50.78,59.94,47.40,53.15,42.41,6,73.75,56,36.17,50.42,64.30,47.99,81.16,55.67
C621_2014,Nanyang Henan,CHN,2014-2015,2206745,57.18,49.28,47.44,58.59,46.44,7,56.70,50,68.41,39.84,59.07,44.62,44.28,51.47
C622_2014,Naples,ITA,2014-2015,263373,54.10,57.21,48.87,73.31,53.30,8,55.11,52,53.88,51.07,71.04,50.83,61.35,57.60
C623_2014,Napoca,ROU,2014-2015,1728454,52.59,64.36,37.43,79.31,50.78,8,58.84,46,48.15,56.19,50.51,40.56,62.98,54.91
C624_2014,Nashik,IND,2014-2015,1259108,57.05,59.86,36.94,57.08,64.96,10,58.57,55,47.62,60.60,62.32,69.03,31.78,54.88
C625_2014,Natal,BRA,2014-2015,1725273,47.94,54.21,47.17,60.18,45.80,7,49.61,49,48.41,63.30,68.69,49.22,78.61,56.52
C626_2014,Natore,BGD,2014-2015,341785,66.28,64.27,40.94,51.37,53.87,8,67.06,56,77.92,48.40,46.04,58.78,51.53,56.02
C627_2014,Nay Pyi Taw,MMR,2014-2015,621855,53.32,64.63,49.16,50.97,59.47,9,47.42,46,53.08,46.23,49.02,41.09,59.80,52.09
C628_2014,Nellore,IND,2014-2015,25677162,53.50,64.16,66.66,56.31,61.25,9,61.55,64,37.70,59.80,57.54,63.33,52.18,58.05
C629_2014,New Delhi,IND,2014-2015,4179104,71.67,51.22,28.18,50.81,72.22,11,69.00,46,73.78,68.15,62.78,42.07,74.95,59.32
C630_2014,New Taipei,TWN,2014-2015,8433867,49.52,48.65,43.53,56.27,36.57,5,73.65,60,38.33,56.20,67.52,61.47,73.13,55.53
C631_2014,New York,USA,2014-2015,786725,48.95,37.22,28.79,37.65,51.80,8,62.92,45,32.14,65.58,49.00,43.92,47.01,45.60
C632_2014,Newcastle,GBR,2014-2015,1076101,70.12,55.22,49.51,48.41,70.89,11,75.01,61,64.46,70.65,56.72,57.50,55.85,60.42
C633_2014,Niamey,NER,2014-2015,943560,61.02,49.92,42.06,38.67,60.41,9,46.01,45,76.65,64.47,53.96,47.86,43.57,52.36
C634_2014,Nice,FRA,2014-2015,810593,60.51,51.69,56.61,47.53,43.58,7,61.78,56,76.16,53.84,62.46,49.36,65.14,56.82
C635_2014,Nicosia,CYP,2014-2015,3260213,58.57,19.42,41.62,43.70,68.20,10,67.69,57,39.82,64.50,33.77,60.46,43.36,48.25
C636_2014,Niigata,JPN,2014-2015,1257204,64.69,66.77,58.18,47.26,69.22,10,57.14,49,67.72,53.29,59.78,31.52,33.86,54.47
C637_2014,Ningbo,CHN,2014-2015,723157,55.42,72.33,42.15,60.62,60.33,9,61.67,54,44.27,64.76,66.35,56.68,36.39,56.56
C638_2014,Nizhniy Novgorod,RUS,2014-2015,862897,55.88,57.44,69.48,64.85,53.31,8,46.20,52,68.13,52.69,53.75,39.39,51.67,55.69
C639_2014,Nnewi,NGA,2014-2015,749752,57.24,44.39,37.03,73.43,59.94,9,42.92,47,68.85,54.22,63.06,60.35,31.48,53.57
C640_2014,Nonthaburi,THA,2014-2015,1012723,58.23,72.67,45.66,61.50,58.27,9,71.23,59,45.20,38.00,52.57,59.43,84.23,58.88
C641_2014,Nottingham,GBR,2014-2015,1549578,65.52,39.29,53.15,72.18,71.67,11,60.49,59,64.41,43.02,62.76,62.51,49.49,57.90
C642_2014,Nouakchott,MRT,2014-2015,678731,52.28,71.42,52.42,60.09,41.26,6,69.93,61,45.64,62.96,50.12,61.90,41.77,55.75
C643_2014,Novosibirsk,RUS,2014-2015,1010108,57.01,59.59,61.77,42.05,47.95,7,61.37,61,61.72,43.22,61.90,58.67,66.05,56.43
C644_2014,Nyala,SDN,2014-2015,487726,54.22,61.45,26.42,46.26,41.53,6,70.83,47,50.30,65.49,57.11,44.63,14.03,47.81
C645_2014,Odesa,UKR,2014-2015,740416,54.05,58.46,49.81,44.36,52.74,8,51.19,55,58.22,66.20,59.72,63.91,54.72,55.93
C646_2014,Oita,JPN,2014-2015,1168552,73.18,42.28,35.75,61.82,70.65,11,58.38,42,90.50,61.31,63.12,30.41,43.94,55.82
C647_2014,Okayama,JPN,2014-2015,1056535,61.91,42.82,49.72,48.90,46.94,7,64.31,55,74.47,47.35,62.01,50.41,60.99,54.79
C648_2014,Omsk,RUS,2014-2015,849797,59.74,56.68,57.74,56.85,65.80,10,67.86,58,45.56,51.28,59.49,47.59,63.42,57.23
C649_2014,Onitsha,NGA,2014-2015,704179,71.95,33.03,47.70,52.29,72.21,11,62.14,58,81.51,59.23,54.87,62.91,60.92,58.68
C650_2014,Oran,DZA,2014-2015,19312562,54.20,65.22,57.00,49.28,53.31,8,58.72,55,50.57,52.36,61.83,49.62,61.05,55.90
C651_2014,Orumiyeh,IRN,2014-2015,637041,38.57,58.43,52.66,61.51,41.55,6,44.42,50,29.74,84.95,63.65,53.56,66.43,55.69
C652_2014,Osaka,JPN,2014-2015,954433,60.32,58.15,50.77,63.26,54.04,8,70.53,61,56.40,52.41,46.90,61.00,74.13,58.76
C653_2014,Oshogbo,NGA,2014-2015,273287,56.53,57.90,65.42,58.25,52.85,8,56.13,63,60.61,63.96,65.82,67.92,68.67,61.75
C654_2014,Oslo,NOR,2014-2015,1290572,67.04,54.02,59.20,65.52,84.27,13,76.87,71,39.99,74.85,69.51,75.78,49.38,64.94
C655_2014,Ostrava,CZE,2014-2015,2099945,61.22,59.41,45.60,48.27,60.06,9,57.35,58,66.24,67.87,58.17,72.40,65.74,60.11
C656_2014,Ottawa,CAN,2014-2015,494252,75.93,43.75,66.59,62.90,81.02,12,83.16,70,63.61,68.54,66.29,61.69,69.42,66.70
C657_2014,Ouagadougou,BFA,2014-2015,687803,57.32,63.70,46.48,49.78,51.47,8,62.84,56,57.65,63.96,57.15,57.26,26.89,53.72
C658_2014,Oujda Angad,MAR,2014-2015,890562,55.89,45.58,58.39,38.13,24.98,4,69.07,54,73.63,52.50,67.91,35.15,37.44,50.28
C659_2014,Owerri,NGA,2014-2015,1558932,45.59,50.42,42.08,38.54,28.35,4,58.77,56,49.65,53.86,55.01,67.06,45.24,48.90
C660_2014,Padang,IDN,2014-2015,854514,52.88,62.80,56.98,52.91,44.29,7,50.50,58,63.85,63.91,54.10,65.87,71.47,58.67
C661_2014,Palembang,IDN,2014-2015,1637866,59.05,57.95,51.78,47.65,52.40,8,65.92,54,58.82,56.21,53.86,43.25,68.44,55.63
C662_2014,Palermo,ITA,2014-2015,927244,41.23,59.70,62.70,45.36,28.38,4,41.64,51,53.66,40.37,48.99,49.86,62.60,49.33
C663_2014,Panama,PAN,2014-2015,658596,51.85,67.79,44.54,48.18,53.50,8,65.64,57,36.42,59.28,42.60,59.58,42.83,52.04
C664_2014,Panjin,CHN,2014-2015,10678259,56.16,62.54,54.58,53.78,50.52,8,70.82,57,47.14,36.39,54.99,45.15,43.05,51.90
C665_2014,Panzhihua,CHN,2014-2015,428375,56.15,41.44,47.20,61.74,43.67,7,58.69,53,66.09,53.76,62.40,53.16,61.61,54.98
C666_2014,Paris,FRA,2014-2015,780774,65.81,42.46,30.28,35.39,60.93,9,68.82,46,67.68,66.50,40.62,39.86,27.94,48.05
C667_2014,Pasay,PHL,2014-2015,753124,45.92,53.64,53.34,58.79,48.90,7,50.28,49,38.57,39.51,60.57,44.80,52.70,50.11
C668_2014,Pasig,PHL,2014-2015,819020,61.06,61.47,40.99,65.90,47.61,7,74.21,53,61.36,51.44,60.36,43.03,40.28,54.67
C669_2014,Pasragad Branch,IRN,2014-2015,2181709,58.71,50.65,48.18,54.79,55.17,8,57.65,51,63.31,35.19,57.79,46.90,61.05,53.07
C670_2014,Pathum Thani,THA,2014-2015,347892,48.36,69.88,32.73,58.93,58.18,9,73.36,54,13.53,52.96,57.60,55.86,36.11,50.91
C671_2014,Patna,IND,2014-2015,1013301,58.76,59.61,42.79,59.37,49.16,7,61.86,48,65.26,71.51,60.65,38.83,64.25,57.33
C672_2014,Pavlodar,KAZ,2014-2015,551510,62.42,48.49,42.17,50.08,58.61,9,68.76,51,59.89,42.14,60.53,43.55,52.94,52.72
C673_2014,Pekan Baru,IDN,2014-2015,1024726,63.48,50.95,48.89,58.34,42.00,6,63.26,57,85.19,61.41,53.61,59.99,39.80,56.34
C674_2014,Pereira,COL,2014-2015,1863173,59.19,53.74,55.74,52.94,41.83,6,63.36,63,72.37,72.78,41.52,71.02,41.73,56.70
C675_2014,Perm,RUS,2014-2015,1786086,64.78,71.27,58.26,62.79,59.62,9,62.04,58,72.69,64.57,57.44,54.20,67.23,63.01
C676_2014,Perth,CCK,2014-2015,758096,55.27,61.42,53.86,56.03,48.08,7,54.67,55,63.07,52.42,70.19,56.08,57.24,57.31
C677_2014,Peshawar,PAK,2014-2015,1565949,59.75,66.27,52.73,35.12,58.37,9,54.95,54,65.92,55.28,50.52,55.33,53.55,54.80
C678_2014,Petaling Jaya,MYS,2014-2015,1724211,61.45,42.15,62.33,48.06,57.80,9,58.54,55,68.00,60.84,63.97,43.10,61.65,56.64
C679_2014,Philadelphia,USA,2014-2015,1555485,53.75,34.95,40.59,44.10,40.00,6,49.00,38,72.24,63.11,48.17,24.59,65.76,48.25
C680_2014,Phnom Penh,KHM,2014-2015,483352,53.35,69.40,44.80,46.92,57.90,9,62.10,55,40.06,54.20,70.92,58.58,66.41,57.13
C681_2014,Phoenix,USA,2014-2015,674281,67.21,47.83,26.42,49.26,57.66,9,68.84,47,75.13,83.04,61.25,46.52,79.50,59.55
C682_2014,Pietermaritzburg,ZAF,2014-2015,968278,61.18,54.09,37.87,61.50,61.05,9,57.86,52,64.63,63.69,59.25,60.13,45.46,56.55
C683_2014,Pikine,SEN,2014-2015,790639,63.23,60.96,54.41,67.21,51.05,8,63.04,55,75.61,69.36,56.56,47.55,68.42,61.42
C684_2014,Pingdingshan Henan,CHN,2014-2015,435544,53.01,65.47,39.76,49.67,37.04,6,63.50,59,58.48,67.51,58.86,72.91,52.13,56.53
C685_2014,Pingxiang Jiangxi,CHN,2014-2015,770910,49.55,59.96,41.01,71.44,50.86,8,59.79,51,38.00,67.30,55.64,53.02,46.41,54.34
C686_2014,Piura,PER,2014-2015,344075,62.54,48.91,59.66,52.21,42.68,6,71.49,66,73.46,50.48,58.96,66.03,46.60,57.05
C687_2014,Pizhou,CHN,2014-2015,963553,44.69,51.92,68.54,64.27,55.33,8,47.37,48,31.36,67.33,52.09,29.26,78.80,54.63
C688_2014,Plovdiv,BGR,2014-2015,590313,56.38,54.89,23.11,56.20,53.04,8,59.69,39,56.42,51.26,56.42,35.03,76.46,52.25
C689_2014,Pointe Noire,COG,2014-2015,2390228,59.27,67.18,43.01,69.96,61.36,9,65.40,50,51.06,60.67,65.64,42.47,50.65,57.74
C690_2014,Pontianak,IDN,2014-2015,1166753,58.46,62.01,36.38,44.68,63.96,10,63.54,49,47.88,61.20,55.15,46.43,53.31,53.45
C691_2014,Port Au Prince,HTI,2014-2015,2227290,57.77,53.22,38.58,52.12,50.27,8,50.30,44,72.74,37.51,61.16,44.00,43.97,50.39
C692_2014,Port Elizabeth,ZAF,2014-2015,1296095,60.54,46.88,42.78,66.95,69.22,10,58.55,54,53.86,66.00,48.30,61.10,61.39,57.50
C693_2014,Port Harcourt,NGA,2014-2015,3966450,55.46,43.24,55.24,40.37,47.32,7,68.14,63,50.91,84.30,62.19,66.05,58.65,57.64
C694_2014,Porto,PRT,2014-2015,526730,51.18,55.19,39.72,38.99,41.87,6,56.40,47,55.28,52.83,51.80,44.63,60.21,49.69
C695_2014,Porto Alegre,BRA,2014-2015,1278390,52.11,56.93,67.62,52.66,46.42,7,64.54,66,45.37,64.10,50.47,64.43,72.72,58.53
C696_2014,Poznan,POL,2014-2015,1990690,60.48,44.44,35.22,59.77,77.30,12,50.25,50,53.89,45.52,54.01,65.40,70.14,55.59
